0.95572842105263156,0.044999999999999998,4.0
0.98637884615384619,0.41499999999999992,8.0
0.99077356321839094,0.64833333333333332,12.0
0.98895783132530113,0.66500000000000004,16.0
0.99200177215189878,0.746,20.0
0.99299899999999997,0.78666666666666674,24.0
0.9902490945674044,0.7778571428571428,28.0
0.99146585820895528,0.8118749999999999,32.0
0.99043227513227516,0.82833333333333314,36.0
0.9901155084745763,0.83200000000000007,40.0
0.98979776859504121,0.84045454545454545,44.0
0.99013047385620911,0.86041666666666661,48.0
0.99003248772504082,0.86884615384615382,52.0
0.98846528239202658,0.87178571428571416,56.0
0.98859615384615407,0.88633333333333331,60.0
0.95901562499999993,0.86156250000000001,64.0
0.84917779886147993,0.70941176470588241,68.0
0.75247037037037035,0.59250000000000003,72.0
0.64932620137299768,0.47131578947368424,76.0
0.56999026315789481,0.38825000000000004,80.0
